Company Name,Ticker,Industry,Business Model 1,Business Model 2,Business Model 3,Company Power #1,Company Power #2,Company Power #3,Mechanism #1,Mechanism #2,Mechanism #3
Armstrong World Industries Inc,AWI_US,Building Products Manufacturers,Mission-Critical Products & Services,Unique IP & Brands,Low Cost Operators,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Array Technologies Inc.,NASDAQGM:ARRY,Solar Tracking,Mission-Critical Products & Services,Low Cost Operators,OEMs w/ Installed Base,Scale,Process Power,Switching Costs,Scale: Purchasing Clout,Process Power: Proprietary Routines,Switching Costs: Retraining Time
Arteris Inc.,AIP_US,Fabless Design,B2B Software,Unique IP & Brands,Mission-Critical Products & Services,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Retraining Time,Scale: Learning-Curve Effects
Artivion Inc Com,AORT_US,Cardiovascular Grafts,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
Asahi Group Holdings Ltd.,2502_JP,Beer,Unique IP & Brands,Serial Acquirer,Low Cost Operators,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
Asana Inc.,ASAN_US,Enterprise Software and ERP,B2B Software,Marketplaces & Platforms,,Network Effects,Switching Costs,Scale,Network Effects: Same-Side,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects
Asbury Automotive Group Inc,ABG_US,Traditional Auto Dealer,Serial Acquirer,Vertically Integrated Retailer,Mission-Critical Products & Services,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
Ashland Inc.,ASH_US,Specialty Ingredients,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Switching Costs,Scale,Process Power,Switching Costs: Retraining Time,Scale: Purchasing Clout,Process Power: Proprietary Routines
Ashtead Group,AHT_GB,Equipment Rental,Physical Infra & Networks,Low Cost Operators,Serial Acquirer,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
Asm International N V,ASM_NL,Semiconductor Deposition,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
ASM Pacific Technology Ltd.,0522_HK,"Semiconductor Assembly, Packaging",Mission-Critical Products & Services,OEMs w/ Installed Base,B2B Software,Scale,Switching Costs,Process Power,Scale: Learning-Curve Effects,Switching Costs: Retraining Time,Process Power: Proprietary Routines
ASML Holding N.V.,ASML_NL,"Semiconductor Lithography, Metrology/Inspection",Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Cornered Resource,Scale,Switching Costs,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects,Switching Costs: Retraining Time
Aspen Aerogels Inc.,ASPN_US,Insulation Materials,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Retraining Time,Scale: Learning-Curve Effects
Astec Industries Inc.,ASTE_US,Heavy Equipment: Construction & Mining,Mission-Critical Products & Services,OEMs w/ Installed Base,Serial Acquirer,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Retraining Time,Process Power: Proprietary Routines
Astera Labs,ALAB_US,Fabless Design,Mission-Critical Products & Services,Unique IP & Brands,B2B Software,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects
Aston Martin Lagonda Global Holdings Plc/ADR,AML_GB,Auto OEM,Unique IP & Brands,OEMs w/ Installed Base,Mission-Critical Products & Services,Brand,Cornered Resource,Scale,Brand: Status Signaling,Cornered Resource: Superstar Talent,Scale: Learning-Curve Effects
Astronics Corporation,ATRO_US,Aircraft Systems,Mission-Critical Products & Services,OEMs w/ Installed Base,B2B Software,Switching Costs,Scale,Cornered Resource,Switching Costs: Contractual Lock-In,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
AT&T Inc.,T_US,Wireless Carrier,Physical Infra & Networks,Mission-Critical Products & Services,Low Cost Operators,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
AtkinsRealis,ATRL_CA,Construction and Engineering: Engineering Consulting,Mission-Critical Products & Services,Serial Acquirer,B2B Software,Scale,Switching Costs,Brand,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Brand: Trust Halo
Atkore Inc.,ATKR_US,Electrical Raceways,Low Cost Operators,Mission-Critical Products & Services,OEMs w/ Installed Base,Scale,Process Power,Switching Costs,Scale: Purchasing Clout,Process Power: Proprietary Routines,Switching Costs: Retraining Time
Atlanta Braves Holdings Inc. Series A Common Stock,BATRK_US,Sports Media,Unique IP & Brands,Physical Infra & Networks,Mission-Critical Products & Services,Cornered Resource,Brand,Scale,Cornered Resource: Exclusive Ip,Brand: Emotional Resonance,Scale: Area/Volume Relationships
Atlassian Corporation,TEAM_US,Collaboration Software,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Network Effects,Scale,Switching Costs: Data-Portability Frictions,Network Effects: Same-Side,Scale: Learning-Curve Effects
ATN International Inc.,ATNI_US,Caribbean Telecom,Physical Infra & Networks,Mission-Critical Products & Services,Low Cost Operators,Cornered Resource,Switching Costs,Scale,Cornered Resource: Scarce Natural Asset,Switching Costs: Contractual Lock-In,Scale: Area/Volume Relationships
AtriCure Inc.,ATRC_US,Cardiac Surgery,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
AudioEye Inc.,AEYE_US,Productivity Software & Tools,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Brand,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Brand: Trust Halo
Aurora Cannabis Inc.,ACB_CA,Cannabis Cultivation,Vertically Integrated Retailer,Low Cost Operators,Serial Acquirer,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Exclusive Ip
AUTO1 Group,AG1_DE,Online Auto Dealer,Marketplaces & Platforms,B2B Middlemen,Low Cost Operators,Network Effects,Scale,Process Power,Network Effects: Cross-Side,Scale: Purchasing Clout,Process Power: Proprietary Routines
AutoCanada,ACQ_CA,Traditional Auto Dealer,Serial Acquirer,Vertically Integrated Retailer,Low Cost Operators,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Scarce Natural Asset
Autodesk Inc.,ADSK_US,Productivity Software & Tools,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Scale,Network Effects,Switching Costs: Retraining Time,Scale: Learning-Curve Effects,Network Effects: Same-Side
Autoliv Inc.,ALV_US,Auto Suppliers: Safety,Mission-Critical Products & Services,OEMs w/ Installed Base,,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
AutoNation Inc.,AN_US,Traditional Auto Dealer,Vertically Integrated Retailer,Serial Acquirer,Low Cost Operators,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
AutoZone Inc.,AZO_US,Auto Parts Retail,Low Cost Operators,Vertically Integrated Retailer,Mission-Critical Products & Services,Scale,Process Power,Brand,Scale: Purchasing Clout,Process Power: Proprietary Routines,Brand: Trust Halo
Auxly Cannabis Group Inc.,XLY_CA,Cannabis Cultivation,Vertically Integrated Retailer,B2B Middlemen,Low Cost Operators,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Exclusive Ip
Avanos Medical Inc.,AVNS_US,Pain Management,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Purchasing Clout
AvePoint Inc.,AVPT_US,Infrastructure Software,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Data Network Effects
Avery Dennison Corporation,AVY_US,Label Materials,Mission-Critical Products & Services,OEMs w/ Installed Base,B2B Middlemen,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Retraining Time,Process Power: Proprietary Routines
Avient Corporation,AVNT_US,Polymer Solutions,Mission-Critical Products & Services,Serial Acquirer,Low Cost Operators,Scale,Process Power,Switching Costs,Scale: Purchasing Clout,Process Power: Proprietary Routines,Switching Costs: Retraining Time
Avis Budget Group Inc.,CAR_US,Car Rental,Low Cost Operators,Physical Infra & Networks,Serial Acquirer,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
AW Food Services NewCo,AW_CA,QSR,Franchisors,Low Cost Operators,Vertically Integrated Retailer,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Axalta Coating Systems Ltd.,AXTA_US,Automotive Coatings,Mission-Critical Products & Services,OEMs w/ Installed Base,Unique IP & Brands,Switching Costs,Scale,Process Power,Switching Costs: Retraining Time,Scale: Purchasing Clout,Process Power: Proprietary Routines
Axcelis Technologies Inc.,ACLS_US,Semiconductor Deposition,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
Axon Enterprise Inc.,AXON_US,Enterprise Software: VMS,Mission-Critical Products & Services,B2B Software,Unique IP & Brands,Switching Costs,Brand,Scale,Switching Costs: Data-Portability Frictions,Brand: Trust Halo,Scale: Learning-Curve Effects
Azul S.A.,AZUL_US,Regional Carrier,Low Cost Operators,Physical Infra & Networks,,Scale,Cornered Resource,Process Power,Scale: Area/Volume Relationships,Cornered Resource: Scarce Natural Asset,Process Power: Proprietary Routines
B&G Foods Inc.,BGS_US,Branded Snacks,Serial Acquirer,Unique IP & Brands,Low Cost Operators,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
B&M European Value Retail,BME_GB,Discount Retail,Low Cost Operators,Vertically Integrated Retailer,,Scale,Process Power,Brand,Scale: Purchasing Clout,Process Power: Proprietary Routines,Brand: Trust Halo
Backblaze Inc.,BLZE_US,Enterprise Software and ERP,B2B Software,Low Cost Operators,Physical Infra & Networks,Scale,Switching Costs,Process Power,Scale: Area/Volume Relationships,Switching Costs: Data-Portability Frictions,Process Power: Proprietary Routines
BAE Systems plc,BA_GB,Defense Contractor,Mission-Critical Products & Services,OEMs w/ Installed Base,Unique IP & Brands,Switching Costs,Cornered Resource,Scale,Switching Costs: Contractual Lock-In,Cornered Resource: Exclusive Ip,Scale: Purchasing Clout
Baker Hughes Company,BKR_US,Oilfield Services,Mission-Critical Products & Services,OEMs w/ Installed Base,B2B Software,Scale,Switching Costs,Cornered Resource,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Cornered Resource: Exclusive Ip
Balchem Corporation,BCPC_US,Nutrition Ingredients,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Switching Costs,Scale,Cornered Resource,Switching Costs: Retraining Time,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
Ball Corporation,BALL_US,Metal Cans,Low Cost Operators,Mission-Critical Products & Services,Physical Infra & Networks,Scale,Process Power,Cornered Resource,Scale: Area/Volume Relationships,Process Power: Proprietary Routines,Cornered Resource: Scarce Natural Asset
Bally's Corporation,BALY_US,Casinos and Resorts,Physical Infra & Networks,Serial Acquirer,Low Cost Operators,Cornered Resource,Scale,Process Power,Cornered Resource: Scarce Natural Asset,Scale: Purchasing Clout,Process Power: Proprietary Routines
BASF,BAS_DE,Diversified Chemicals,Mission-Critical Products & Services,Low Cost Operators,Serial Acquirer,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Exclusive Ip
Bassett Furniture Industries Incorporated,BSET_US,Home Furnishings,Vertically Integrated Retailer,Unique IP & Brands,,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
Bath & Body Works Inc.,BBWI_US,Beauty Products,Vertically Integrated Retailer,Unique IP & Brands,,Brand,Scale,Process Power,Brand: Emotional Resonance,Scale: Purchasing Clout,Process Power: Proprietary Routines
Bausch + Lomb Corporation,BLCO_US,Eye Care,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Brand,Cornered Resource,Scale,Brand: Trust Halo,Cornered Resource: Exclusive Ip,Scale: Purchasing Clout
Baxter International Inc.,BAX_US,Infusion Systems,Mission-Critical Products & Services,OEMs w/ Installed Base,Serial Acquirer,Switching Costs,Scale,Brand,Switching Costs: Retraining Time,Scale: Purchasing Clout,Brand: Trust Halo
Bayerische Motoren Werke AG,BMW_DE,Auto OEM,Unique IP & Brands,OEMs w/ Installed Base,Mission-Critical Products & Services,Brand,Scale,Process Power,Brand: Status Signaling,Scale: Purchasing Clout,Process Power: Proprietary Routines
BCE Inc.,BCE_CA,Canadian Telecom,Physical Infra & Networks,Mission-Critical Products & Services,Vertically Integrated Retailer,Scale,Switching Costs,Cornered Resource,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Cornered Resource: Scarce Natural Asset
Be Semiconductor Industries NV,BESI_NL,"Semiconductor Assembly, Packaging",Mission-Critical Products & Services,OEMs w/ Installed Base,Unique IP & Brands,Scale,Switching Costs,Cornered Resource,Scale: Learning-Curve Effects,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip
Beacon Roofing Supply Inc.,BECN_US,Building Products Distribution: Roofing Distribution,B2B Middlemen,Low Cost Operators,Serial Acquirer,Scale,Network Effects,Process Power,Scale: Purchasing Clout,Network Effects: Same-Side,Process Power: Proprietary Routines
Beazer Homes USA Inc.,BZH_US,Residential Construction,Low Cost Operators,Vertically Integrated Retailer,,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Scarce Natural Asset
Bechtle,BC8_DE,IT Services,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Data-Portability Frictions,Process Power: Proprietary Routines
Becle SAB de,CUERVO_MX,Tequila,Unique IP & Brands,Vertically Integrated Retailer,,Brand,Cornered Resource,Scale,Brand: Status Signaling,Cornered Resource: Scarce Natural Asset,Scale: Purchasing Clout
Becton Dickinson and Company,BDX_US,Medical Supplies,Mission-Critical Products & Services,OEMs w/ Installed Base,Serial Acquirer,Switching Costs,Scale,Brand,Switching Costs: Retraining Time,Scale: Purchasing Clout,Brand: Trust Halo
Beiersdorf,BEI_DE,Skin Care,Unique IP & Brands,Low Cost Operators,,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
Belden Inc,BDC_US,Network Cables,Mission-Critical Products & Services,OEMs w/ Installed Base,B2B Middlemen,Switching Costs,Scale,Process Power,Switching Costs: Retraining Time,Scale: Purchasing Clout,Process Power: Proprietary Routines
